Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Gustavo Mosquito,Corinthians,19,BRA,RW,26-268,30.0,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,8.0,"87,5",0.0,7.0,0.0,0.0,0.0,2024-06-01
Igor Coronado,Corinthians,77,BRA,"RW,LM,LW",31-288,90.0,0,0,0,0,1,0,0,0,70.0,3.0,0,3.0,0.0,0.0,0.3,4.0,0.0,37.0,51.0,"72,5",6.0,36.0,1.0,4.0,2.0,2024-06-01
Breno,Corinthians,27,BRA,LM,19-102,68.0,0,0,0,0,1,1,0,0,41.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,26.0,35.0,"74,3",3.0,25.0,2.0,0.0,0.0,2024-06-01
Ángel Romero,Corinthians,11,PAR,LW,31-333,22.0,0,0,0,0,1,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,12.0,"75,0",2.0,12.0,2.0,1.0,1.0,2024-06-01
Raniele,Corinthians,14,BRA,"CM,CB",27-153,90.0,0,0,0,0,3,1,0,0,60.0,2.0,1,2.0,0.1,0.1,0.1,4.0,0.0,33.0,44.0,"75,0",5.0,27.0,2.0,1.0,1.0,2024-06-01
Rodrigo Garro,Corinthians,10,ARG,RM,26-149,90.0,0,0,0,0,2,1,0,0,75.0,1.0,1,3.0,0.2,0.2,0.1,6.0,0.0,51.0,67.0,"76,1",15.0,49.0,3.0,3.0,2.0,2024-06-01
Hugo,Corinthians,46,BRA,LB,26-277,90.0,0,0,0,0,1,1,0,0,64.0,4.0,1,2.0,0.1,0.1,0.0,2.0,0.0,40.0,50.0,"80,0",2.0,18.0,1.0,0.0,0.0,2024-06-01
Cacá,Corinthians,25,BRA,CB,25-037,90.0,0,0,0,0,0,0,0,0,56.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,39.0,46.0,"84,8",2.0,26.0,0.0,0.0,0.0,2024-06-01
Félix Torres Caicedo,Corinthians,3,ECU,"CB,RB",27-142,90.0,0,0,0,0,0,0,1,0,71.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,51.0,62.0,"82,3",6.0,29.0,2.0,1.0,0.0,2024-06-01
Matheuzinho,Corinthians,2,BRA,RB,23-267,83.0,0,0,0,0,0,0,0,0,57.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,40.0,52.0,"76,9",2.0,29.0,0.0,0.0,0.0,2024-06-01
Fausto Vera,Corinthians,5,ARG,"CM,RB",24-067,7.0,0,0,0,0,4,2,0,0,18.0,0.0,1,0.0,0.2,0.2,0.0,1.0,0.0,10.0,12.0,"83,3",4.0,11.0,0.0,2.0,1.0,2024-06-01
Carlos Miguel,Corinthians,22,BRA,GK,25-236,90.0,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,"81,8",0.0,19.0,0.0,0.0,0.0,2024-06-01
Júnior Santos,Botafogo (RJ),11,BRA,FW,29-234,87.0,1,0,0,0,2,1,0,0,34.0,2.0,0,0.0,0.3,0.3,0.0,0.0,0.0,9.0,18.0,"50,0",1.0,18.0,3.0,3.0,0.0,2024-06-01
Yarlen Augusto,Botafogo (RJ),67,BRA,FW,18-102,3.0,0,0,0,0,0,0,0,0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2024-06-01
Tchê Tchê,Botafogo (RJ),6,BRA,LW,31-276,87.0,0,0,0,0,1,0,0,0,40.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,26.0,31.0,"83,9",5.0,19.0,1.0,1.0,0.0,2024-06-01
Luiz Henrique,Botafogo (RJ),7,BRA,RW,23-151,63.0,0,0,0,0,0,0,1,0,28.0,5.0,0,0.0,0.0,0.0,0.4,2.0,0.0,15.0,20.0,"75,0",0.0,14.0,1.0,1.0,1.0,2024-06-01
Óscar Romero,Botafogo (RJ),70,PAR,"RW,RM",31-333,27.0,0,0,0,0,0,0,1,0,15.0,1.0,1,0.0,0.0,0.0,0.2,1.0,0.0,10.0,11.0,"90,9",1.0,8.0,0.0,0.0,0.0,2024-06-01
Jefferson Savarino,Botafogo (RJ),10,VEN,AM,27-203,74.0,0,0,0,0,2,1,0,0,29.0,0.0,0,1.0,0.2,0.2,0.1,4.0,1.0,14.0,22.0,"63,6",2.0,10.0,1.0,0.0,0.0,2024-06-01
Tiquinho Soares,Botafogo (RJ),9,BRA,"FW,AM",33-136,16.0,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,"55,6",2.0,5.0,0.0,0.0,0.0,2024-06-01
Marlon Freitas,Botafogo (RJ),17,BRA,"DM,CM",29-066,90.0,0,0,0,0,1,0,1,0,63.0,1.0,2,5.0,0.4,0.4,0.1,2.0,0.0,43.0,52.0,"82,7",4.0,14.0,1.0,0.0,0.0,2024-06-01
Danilo Barbosa,Botafogo (RJ),5,BRA,DM,28-094,74.0,0,0,0,0,0,0,1,0,49.0,2.0,2,0.0,0.0,0.0,0.1,1.0,0.0,31.0,40.0,"77,5",4.0,21.0,2.0,3.0,3.0,2024-06-01
Gregore,Botafogo (RJ),26,BRA,"CM,DM",30-091,16.0,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,"100,0",0.0,1.0,0.0,0.0,0.0,2024-06-01
Cuiabano,Botafogo (RJ),66,BRA,LB,21-106,90.0,0,1,0,0,1,0,0,0,72.0,5.0,2,2.0,0.0,0.0,0.2,3.0,1.0,37.0,56.0,"66,1",4.0,16.0,3.0,1.0,0.0,2024-06-01
Bastos,Botafogo (RJ),15,ANG,CB,33-066,90.0,0,0,0,0,1,0,0,0,46.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,33.0,39.0,"84,6",4.0,13.0,0.0,0.0,0.0,2024-06-01
Lucas Halter,Botafogo (RJ),3,BRA,CB,24-030,90.0,0,0,0,0,0,0,0,0,51.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,45.0,"86,7",1.0,22.0,0.0,0.0,0.0,2024-06-01
Damián Suárez,Botafogo (RJ),22,URU,RB,36-035,90.0,0,0,0,0,0,0,0,0,75.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,47.0,61.0,"77,0",2.0,19.0,0.0,2.0,2.0,2024-06-01
John,Botafogo (RJ),12,BRA,GK,28-109,90.0,0,0,0,0,0,0,0,0,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,39.0,"56,4",0.0,28.0,0.0,0.0,0.0,2024-06-01
Isidro Pitta,Cuiabá,9,PAR,FW,24-296,90.0,0,0,0,0,2,0,0,0,23.0,0.0,0,1.0,0.1,0.1,0.1,6.0,0.0,14.0,17.0,"82,4",3.0,20.0,3.0,2.0,1.0,2024-06-05
Clayson,Cuiabá,25,BRA,LW,29-078,67.0,0,0,0,0,3,0,0,0,36.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,20.0,28.0,"71,4",3.0,19.0,0.0,4.0,1.0,2024-06-05
Jonathan Cafu,Cuiabá,7,BRA,LW,32-331,23.0,0,0,0,0,1,0,0,0,18.0,0.0,2,0.0,0.0,0.0,0.1,2.0,0.0,10.0,13.0,"76,9",2.0,11.0,0.0,2.0,1.0,2024-06-05
Eliel Chrystian,Cuiabá,11,BRA,RW,21-131,57.0,0,0,0,0,0,0,0,0,13.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,"25,0",0.0,6.0,0.0,1.0,0.0,2024-06-05
Derik Lacerda,Cuiabá,22,BRA,AM,24-252,31.0,0,0,0,0,1,0,0,0,16.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,11.0,"81,8",1.0,9.0,0.0,3.0,3.0,2024-06-05
André Luis,Cuiabá,97,BRA,AM,27-045,2.0,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,"66,7",2.0,2.0,0.0,0.0,0.0,2024-06-05
Max,Cuiabá,10,BRA,AM,23-024,90.0,0,0,0,0,1,0,0,0,44.0,1.0,2,3.0,0.0,0.0,0.1,1.0,0.0,15.0,27.0,"55,6",3.0,16.0,1.0,0.0,0.0,2024-06-05
Lucas Mineiro,Cuiabá,30,BRA,DM,28-102,90.0,0,0,0,0,1,0,1,0,44.0,5.0,0,0.0,0.1,0.1,0.0,0.0,0.0,28.0,33.0,"84,8",3.0,23.0,2.0,0.0,0.0,2024-06-05
Fernando Sobral,Cuiabá,88,BRA,DM,29-171,67.0,0,0,0,0,1,0,0,0,58.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,41.0,51.0,"80,4",5.0,30.0,2.0,1.0,1.0,2024-06-05
Guilherme Madruga,Cuiabá,8,BRA,RW,23-207,23.0,0,0,0,0,1,0,0,0,21.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,17.0,"64,7",4.0,10.0,0.0,0.0,0.0,2024-06-05
Ramon,Cuiabá,23,BRA,LB,23-084,90.0,0,0,0,0,0,0,0,0,50.0,3.0,1,0.0,0.0,0.0,0.0,2.0,0.0,34.0,44.0,"77,3",4.0,22.0,1.0,1.0,0.0,2024-06-05
Alan Empereur,Cuiabá,33,BRA,CB,30-087,90.0,0,0,0,0,0,0,0,0,86.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,70.0,80.0,"87,5",6.0,57.0,1.0,0.0,0.0,2024-06-05
Marllon Borges,Cuiabá,4,BRA,CB,32-050,90.0,0,0,0,0,0,0,1,0,84.0,1.0,5,1.0,0.0,0.0,0.0,1.0,0.0,65.0,73.0,"89,0",5.0,47.0,0.0,0.0,0.0,2024-06-05
Railan,Cuiabá,21,BRA,RB,24-087,45.0,0,0,0,0,0,0,1,0,31.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,"83,3",1.0,14.0,2.0,3.0,3.0,2024-06-05
Matheus Alexandre,Cuiabá,2,BRA,RB,25-059,45.0,0,0,0,0,0,0,0,0,36.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,"87,5",1.0,17.0,0.0,0.0,0.0,2024-06-05
Walter,Cuiabá,1,BRA,GK,36-200,90.0,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,"86,7",0.0,16.0,0.0,0.0,0.0,2024-06-05
Alerrandro,Vitória,9,BRA,FW,24-145,70.0,0,0,0,0,3,0,0,0,27.0,0.0,1,0.0,0.2,0.2,0.3,3.0,0.0,15.0,20.0,"75,0",3.0,16.0,1.0,1.0,0.0,2024-06-05
Luiz Adriano,Vitória,12,BRA,FW,37-054,20.0,0,0,0,0,0,0,1,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,"66,7",1.0,5.0,0.0,0.0,0.0,2024-06-05
Osvaldo,Vitória,11,BRA,LM,37-055,59.0,0,0,0,0,1,1,0,0,28.0,1.0,2,0.0,0.0,0.0,0.1,2.0,0.0,14.0,20.0,"70,0",2.0,17.0,3.0,2.0,1.0,2024-06-05
Janderson,Vitória,39,BRA,RM,25-030,31.0,0,0,0,0,1,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,"50,0",2.0,10.0,1.0,0.0,0.0,2024-06-05
Caio Vinícius,Vitória,15,BRA,CM,25-146,70.0,0,0,0,0,1,0,1,0,37.0,0.0,0,1.0,0.3,0.3,0.0,1.0,0.0,25.0,29.0,"86,2",6.0,22.0,0.0,1.0,1.0,2024-06-05
Jean Mota,Vitória,10,BRA,CM,30-234,20.0,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,"81,3",1.0,7.0,0.0,1.0,0.0,2024-06-05
Luan Silva,Vitória,8,BRA,CM,25-022,63.0,0,0,0,0,1,0,0,0,36.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,"85,2",1.0,17.0,0.0,0.0,0.0,2024-06-05
Léo Naldi,Vitória,5,BRA,CM,22-292,27.0,0,0,0,0,1,0,0,0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,"81,8",1.0,7.0,0.0,0.0,0.0,2024-06-05
Matheusinho,Vitória,30,BRA,RM,26-231,59.0,0,0,0,0,1,1,0,0,36.0,1.0,2,0.0,0.0,0.0,0.0,3.0,0.0,22.0,26.0,"84,6",3.0,30.0,2.0,0.0,0.0,2024-06-05
Erick Castillo,Vitória,31,ECU,LM,29-121,31.0,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,"66,7",0.0,10.0,2.0,1.0,0.0,2024-06-05
Willian,Vitória,29,BRA,DM,31-020,90.0,0,0,0,0,2,1,0,0,41.0,0.0,2,1.0,0.2,0.2,0.0,4.0,0.0,25.0,28.0,"89,3",2.0,21.0,0.0,1.0,0.0,2024-06-05
Lucas Esteves,Vitória,16,BRA,LB,23-347,90.0,0,0,0,0,0,0,0,0,67.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,41.0,61.0,"67,2",2.0,31.0,0.0,1.0,1.0,2024-06-05
Wagner,Vitória,4,BRA,CB,24-318,90.0,0,0,0,0,0,0,1,0,53.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,37.0,44.0,"84,1",7.0,31.0,0.0,2.0,2.0,2024-06-05
Camutanga,Vitória,13,BRA,CB,30-252,90.0,0,0,0,0,1,0,0,0,45.0,0.0,0,3.0,0.1,0.1,0.0,1.0,0.0,32.0,39.0,"82,1",1.0,22.0,0.0,0.0,0.0,2024-06-05
Willean Lepo,Vitória,97,BRA,RB,27-141,90.0,0,0,0,0,1,1,1,0,70.0,5.0,4,2.0,0.0,0.0,0.1,5.0,0.0,43.0,51.0,"84,3",4.0,37.0,4.0,7.0,4.0,2024-06-05
Lucas Arcanjo,Vitória,1,BRA,GK,25-302,90.0,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,"80,8",0.0,15.0,0.0,0.0,0.0,2024-06-05
Erick,Juventude,7,BRA,FW,27-154,62.0,0,1,0,0,1,1,0,0,17.0,0.0,0,1.0,0.2,0.2,0.8,2.0,1.0,12.0,15.0,"80,0",1.0,9.0,0.0,1.0,1.0,2024-06-05
Gilberto,Juventude,9,BRA,FW,35-000,28.0,0,0,0,0,1,0,0,0,16.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,"45,5",1.0,11.0,4.0,2.0,2.0,2024-06-05
Marcelinho,Juventude,11,BRA,LW,21-177,62.0,0,0,0,0,1,0,0,0,20.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,"53,3",1.0,17.0,2.0,2.0,2.0,2024-06-05
Rildo,Juventude,37,BRA,LW,24-136,28.0,0,0,0,0,1,0,0,0,7.0,2.0,0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,4.0,"100,0",2.0,5.0,2.0,1.0,0.0,2024-06-05
Lucas Barbosa,Juventude,21,BRA,RW,23-104,73.0,1,0,0,0,1,1,0,0,35.0,3.0,1,3.0,0.8,0.8,0.0,2.0,0.0,16.0,21.0,"76,2",2.0,23.0,2.0,2.0,1.0,2024-06-05
Ewerton,Juventude,14,BRA,RW,23-208,17.0,0,0,0,0,0,0,0,0,11.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,"85,7",2.0,4.0,1.0,0.0,0.0,2024-06-05
Nenê,Juventude,10,BRA,AM,42-322,90.0,0,0,0,0,2,0,0,0,51.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,28.0,46.0,"60,9",7.0,21.0,2.0,3.0,2.0,2024-06-05
Caíque de Jesus Gonçalves,Juventude,95,BRA,DM,28-239,70.0,0,0,0,0,0,0,0,0,38.0,4.0,1,3.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,"87,5",2.0,15.0,0.0,1.0,1.0,2024-06-05
Thiaguinho,Juventude,8,BRA,DM,27-055,20.0,0,0,0,0,0,0,0,0,7.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,"40,0",0.0,3.0,0.0,2.0,1.0,2024-06-05
Jadson,Juventude,16,BRA,DM,30-280,90.0,0,0,0,0,0,0,1,0,43.0,2.0,0,2.0,0.0,0.0,0.0,2.0,0.0,24.0,33.0,"72,7",3.0,24.0,0.0,1.0,1.0,2024-06-05
Alan Ruschel,Juventude,28,BRA,LB,34-287,90.0,0,0,0,0,0,0,0,0,54.0,1.0,4,0.0,0.0,0.0,0.0,1.0,0.0,36.0,46.0,"78,3",1.0,23.0,2.0,0.0,0.0,2024-06-05
Zé Marcos,Juventude,3,BRA,CB,26-125,45.0,0,0,0,0,0,0,0,0,31.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,"80,0",0.0,12.0,0.0,0.0,0.0,2024-06-05
Rodrigo Sam,Juventude,34,BRA,CB,28-317,45.0,0,0,0,0,0,0,0,0,18.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,"76,9",1.0,5.0,0.0,0.0,0.0,2024-06-05
Danilo Boza,Juventude,4,BRA,CB,26-030,90.0,0,0,0,0,0,0,0,0,66.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0,40.0,48.0,"83,3",1.0,41.0,0.0,0.0,0.0,2024-06-05
João Lucas,Juventude,2,BRA,RB,26-088,89.0,0,0,0,0,1,0,2,1,59.0,3.0,6,1.0,0.0,0.0,0.0,1.0,0.0,31.0,45.0,"68,9",5.0,30.0,1.0,1.0,0.0,2024-06-05
Gabriel,Juventude,1,BRA,GK,31-252,90.0,0,0,0,0,0,0,0,0,39.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,"65,7",0.0,17.0,0.0,1.0,1.0,2024-06-05
Vágner Love,Atlético Goianiense,9,BRA,FW,39-360,45.0,0,0,0,0,0,0,0,0,15.0,0.0,0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0,"75,0",0.0,6.0,1.0,0.0,0.0,2024-06-05
Emiliano Rodríguez,Atlético Goianiense,19,URU,FW,20-325,45.0,0,0,0,0,6,2,0,0,16.0,0.0,0,1.0,0.9,0.9,0.0,0.0,0.0,5.0,7.0,"71,4",2.0,4.0,0.0,0.0,0.0,2024-06-05
Alejo Cruz,Atlético Goianiense,11,URU,LW,23-278,72.0,0,0,0,0,1,0,0,0,25.0,0.0,0,1.0,0.0,0.0,0.3,5.0,0.0,16.0,22.0,"72,7",1.0,9.0,1.0,0.0,0.0,2024-06-05
Mateo Zuleta,Atlético Goianiense,21,COL,LW,21-364,18.0,0,0,0,0,1,0,0,0,14.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,"66,7",0.0,6.0,1.0,0.0,0.0,2024-06-05
Shaylon,Atlético Goianiense,10,BRA,"CM,RW",27-039,90.0,0,0,0,0,4,1,0,0,70.0,0.0,1,0.0,0.2,0.2,0.2,8.0,0.0,47.0,59.0,"79,7",8.0,32.0,2.0,1.0,0.0,2024-06-05
Gabriel Baralhas,Atlético Goianiense,8,BRA,LM,25-239,89.0,0,0,0,0,1,0,0,0,60.0,4.0,1,1.0,0.0,0.0,0.0,3.0,0.0,42.0,48.0,"87,5",6.0,24.0,1.0,1.0,0.0,2024-06-05
Pedrão,Atlético Goianiense,14,BRA,LM,31-170,1.0,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"100,0",0.0,0.0,0.0,0.0,0.0,2024-06-05
Lucas Kal,Atlético Goianiense,5,BRA,CM,28-081,45.0,0,0,0,0,1,0,0,0,31.0,1.0,2,0.0,0.1,0.1,0.0,4.0,0.0,22.0,26.0,"84,6",3.0,10.0,0.0,0.0,0.0,2024-06-05
Rhaldney,Atlético Goianiense,7,BRA,RM,25-198,72.0,0,0,0,0,0,0,1,0,59.0,3.0,0,1.0,0.0,0.0,0.0,3.0,0.0,50.0,53.0,"94,3",7.0,33.0,0.0,0.0,0.0,2024-06-05
Danielzinho,Atlético Goianiense,17,BRA,RM,28-146,18.0,0,0,0,0,0,0,0,0,21.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,"76,2",3.0,11.0,1.0,0.0,0.0,2024-06-05
Guilherme Romão,Atlético Goianiense,6,BRA,LB,26-242,90.0,0,0,0,0,2,1,1,0,78.0,1.0,2,2.0,0.1,0.1,0.0,2.0,0.0,45.0,65.0,"69,2",2.0,33.0,2.0,3.0,2.0,2024-06-05
Alix Vinicius,Atlético Goianiense,4,BRA,CB,24-212,90.0,0,0,0,0,2,0,1,0,64.0,1.0,0,1.0,0.1,0.1,0.0,2.0,0.0,45.0,53.0,"84,9",3.0,33.0,0.0,1.0,0.0,2024-06-05
Adriano Martins,Atlético Goianiense,3,BRA,CB,27-065,90.0,0,0,0,0,2,0,0,0,72.0,0.0,3,1.0,0.1,0.1,0.0,2.0,0.0,45.0,55.0,"81,8",2.0,25.0,0.0,0.0,0.0,2024-06-05
Maguinho,Atlético Goianiense,2,BRA,RB,31-151,90.0,0,0,0,0,1,0,1,0,70.0,0.0,0,0.0,0.0,0.0,0.1,3.0,0.0,52.0,68.0,"76,5",6.0,36.0,2.0,1.0,1.0,2024-06-05
Ronaldo,Atlético Goianiense,1,BRA,GK,27-288,90.0,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,24.0,33.0,"72,7",0.0,18.0,0.0,0.0,0.0,2024-06-05
Yannick Bolasie,Criciúma,11,COD,"FW,RM",35-016,90.0,0,0,0,0,7,3,0,0,35.0,0.0,1,0.0,0.9,0.9,0.0,5.0,0.0,11.0,23.0,"47,8",2.0,25.0,2.0,1.0,0.0,2024-06-09
Éder,Criciúma,23,ITA,FW,37-207,90.0,0,0,0,0,6,1,1,0,43.0,1.0,0,0.0,0.2,0.2,0.3,6.0,0.0,29.0,34.0,"85,3",1.0,21.0,2.0,1.0,0.0,2024-06-09
Marquinhos Gabriel,Criciúma,10,BRA,LM,33-324,43.0,0,0,0,0,0,0,1,0,26.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,"80,0",2.0,18.0,0.0,2.0,0.0,2024-06-09
Jonathan,Criciúma,13,BRA,"RB,LB",31-289,47.0,0,1,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.3,2.0,1.0,34.0,40.0,"85,0",5.0,26.0,2.0,0.0,0.0,2024-06-09
Barreto,Criciúma,88,BRA,"CM,LM",28-182,85.0,0,0,0,0,1,1,0,0,60.0,2.0,0,1.0,0.0,0.0,0.2,3.0,1.0,47.0,50.0,"94,0",5.0,32.0,0.0,2.0,1.0,2024-06-09
Newton,Criciúma,8,BRA,"RB,LM",24-089,5.0,0,0,0,0,0,0,0,0,18.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,"64,7",1.0,12.0,0.0,0.0,0.0,2024-06-09
Higor Meritão,Criciúma,5,BRA,CM,29-352,43.0,0,0,0,0,0,0,0,0,34.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,27.0,31.0,"87,1",5.0,23.0,0.0,0.0,0.0,2024-06-09
Ronald,Criciúma,6,BRA,CM,26-357,47.0,0,0,0,0,1,0,1,0,39.0,4.0,0,1.0,0.0,0.0,0.0,4.0,1.0,29.0,31.0,"93,5",1.0,23.0,1.0,1.0,1.0,2024-06-09
Matheusinho,Criciúma,17,BRA,"RM,LM",26-119,90.0,1,0,0,0,4,1,0,0,62.0,0.0,1,1.0,0.5,0.5,0.2,7.0,0.0,37.0,50.0,"74,0",6.0,37.0,0.0,1.0,0.0,2024-06-09
Marcelo Hermes,Criciúma,22,BRA,LB,29-129,65.0,0,1,0,0,0,0,0,0,62.0,0.0,3,0.0,0.0,0.0,0.2,7.0,1.0,38.0,55.0,"69,1",5.0,31.0,1.0,0.0,0.0,2024-06-09
Miguel Trauco,Criciúma,14,PER,LB,31-289,13.0,0,0,0,0,0,0,0,1,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,"72,7",1.0,6.0,0.0,0.0,0.0,2024-06-09
Tobias Figueiredo,Criciúma,29,POR,CB,30-128,90.0,1,0,0,0,1,1,1,0,82.0,4.0,1,0.0,0.1,0.1,0.0,0.0,0.0,65.0,71.0,"91,5",7.0,52.0,1.0,0.0,0.0,2024-06-09
Rodrigo Fagundes,Criciúma,3,BRA,CB,37-091,90.0,0,0,0,0,2,1,1,0,82.0,1.0,4,2.0,0.1,0.1,0.0,0.0,0.0,64.0,71.0,"90,1",12.0,52.0,0.0,1.0,0.0,2024-06-09
Claudinho,Criciúma,27,BRA,RB,23-259,43.0,0,0,0,0,1,0,0,0,40.0,2.0,1,1.0,0.0,0.0,0.1,2.0,0.0,25.0,35.0,"71,4",1.0,22.0,0.0,0.0,0.0,2024-06-09
Arthur,Criciúma,45,BRA,"RM,CM,FW",31-360,47.0,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,12.0,"66,7",1.0,7.0,0.0,0.0,0.0,2024-06-09
Gustavo,Criciúma,1,BRA,GK,31-091,90.0,0,0,0,0,0,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,"88,9",0.0,11.0,0.0,0.0,0.0,2024-06-09
Isidro Pitta,Cuiabá,9,PAR,FW,24-300,88.0,1,1,0,0,2,1,0,0,22.0,0.0,0,0.0,0.5,0.5,0.2,3.0,1.0,12.0,15.0,"80,0",2.0,9.0,1.0,1.0,0.0,2024-06-09
André Luis,Cuiabá,97,BRA,FW,27-049,2.0,0,0,0,0,0,0,1,0,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"100,0",0.0,0.0,0.0,0.0,0.0,2024-06-09
Clayson,Cuiabá,25,BRA,LW,29-082,68.0,2,0,0,0,4,3,0,0,34.0,0.0,0,0.0,0.3,0.3,0.0,3.0,1.0,17.0,24.0,"70,8",1.0,26.0,3.0,3.0,1.0,2024-06-09
Eliel Chrystian,Cuiabá,11,BRA,LW,21-135,22.0,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,"50,0",0.0,3.0,0.0,0.0,0.0,2024-06-09
Jonathan Cafu,Cuiabá,7,BRA,RW,32-335,89.0,0,2,0,0,0,0,1,0,45.0,4.0,0,1.0,0.0,0.0,0.7,3.0,2.0,17.0,25.0,"68,0",2.0,24.0,7.0,6.0,3.0,2024-06-09
Luciano Giménez,Cuiabá,19,ARG,RW,24-112,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2024-06-09
Max,Cuiabá,10,BRA,LM,23-028,68.0,1,0,0,0,1,1,0,0,39.0,2.0,2,0.0,0.1,0.1,0.0,5.0,2.0,23.0,32.0,"71,9",5.0,21.0,0.0,2.0,2.0,2024-06-09
